domain	subset	idx	label	sentence1	sentence2	file
SMTeuroparl	2012test	367	4.5	Consumers will lose out, employees will lose out, Europe will lose competitive strength and growth.	The users will be the losers, with the employees, and the competitiveness and growth regress.	sts-mt
surprise.SMTnews	2012test	360	5.0	This gross error is leading Russia to political ruin.	And this important mistaken is leading Russia to its political ruin.	sts-mt
postediting	2016	1403	5.0	The directorate of the Polish football league PZPN has been suspended by the National Olympic Committee after many scandals and replaced by Robert Zawlocki, an independent administrator.	The direction of the Polish football league PZPN has been suspended by the National Olympic Committee after many scandals and replaced by Robert Zawlocki, administrator independent.	sts-mt
SMTeuroparl	2012train	541	2.4	In the last three weeks, progress has been made in three major areas.	These weeks, three important have been achieved.  	sts-mt
SMTeuroparl	2012test	231	5.0	That provision could open the door wide to arbitrariness.	This point of Procedure opens the door to the arbitrary.	sts-mt
SMTeuroparl	2012test	126	4.0	Unfortunately, others separate on the basis of accumulated hatred.	On others who are unfortunately in the reason of a vengeance gained.	sts-mt
SMTeuroparl	2012train	667	4.8	On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.	Madam President, I ask you, on behalf of my colleagues in the Committee on Fisheries and on my own behalf, to send a message of condolence from Parliament to the families of the victims and to the local authorities of both Brittany and of Marín, city of Galicia, which is from the majority of the victims.	sts-mt
SMTeuroparl	2012train	717	4.2	All those who are at present engaged in illicit work would obtain work with decent social conditions.	All those which currently work with the black would obtain an employment under decent social conditions.	sts-mt
SMTeuroparl	2012test	230	5.0	Maij-Weggen report (A5-0323/2000)	Maij-Weggen report (A5-0323/2000)	sts-mt
surprise.SMTnews	2012test	152	4.0	But, like the Union itself, it will be built and it will be done.	But as the European Union itself, this will be built and this will happen.	sts-mt
SMTeuroparl	2012train	535	5.0	Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.	Thirdly: the acceptance of enlargement and its positive prospects for the various countries and for the EU as a whole depend - the example of Denmark is here to show this - largely to the elimination of social and democratic deficits in European policy.	sts-mt
SMTeuroparl	2012train	202	4.8	(The sitting was suspended at 2.06 p.m. and resumed at 3 p.m.)	(The meeting, stopped with 14:06, is taken again at 3 p.m.)	sts-mt
SMTeuroparl	2012train	282	3.6	Clearly, explanations are necessary for the increased incidence of BSE, not only in France but also in other Member States.	We should obviously determine the reasons of the increased incidence of the ESB, not only in France but also in other Member States.	sts-mt
SMTeuroparl	2012train	693	3.75	I should like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear, comprehensive report.	I thank the rapporteur of the Committee on Foreign Affairs, Mr Brok, for his clear and comprehensive report.	sts-mt
SMTeuroparl	2012train	314	5.0	He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.	It happening in trial on 8 January. He is accused of having attended a meeting of Tunisian opponents in France, which he denies.	sts-mt
surprise.SMTnews	2012test	253	3.75	But, like the Union itself, it will be built and it will be done.	But just as the European Union itself, and this will happen.	sts-mt
postediting	2016	2077	0.0	This, the representatives of the ÚOHS must very well know, but their interests are apparently elsewhere.	The course of the obligations, however, are going particularly well.	sts-mt
SMTeuroparl	2012train	415	5.0	We welcome the arrangements proposed in this respect by the Preparatory Committee and adopted by the General Assembly regarding procedures for the registration of non-governmental organisations for involvement in the preparatory process and the Special Session in September 2001.	We welcome the proposed provisions in this respect by the preparatory committee and decided by the general meeting with regard to the method of accreditation of non-governmental organisations, the preparatory process and to the special session in September 2001.	sts-mt
SMTeuroparl	2012train	126	4.4	He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.	It goes trial on 8 January of next year. It is accused of having participated in a meeting of Tunisian opponents in France, as indeed it denies.	sts-mt
surprise.SMTnews	2012test	65	4.0	They are ignorant, poor, and sick.	They are culture, poor and sick.	sts-mt
SMTeuroparl	2012train	161	5.0	Action is needed quickly, which is why we decided to include this item on the agenda.	There is urgency and that is why we have decided to put this item on the agenda.	sts-mt
SMTeuroparl	2012train	342	4.2	Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.	Above all, when a company unipersonnelle or a company with fewer than 250 employees is a project, it must be possible to receive financing not only with a guarantee to 120%, but also on the basis of a good idea.	sts-mt
SMTeuroparl	2012train	520	4.6	There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.	A budget line has programmes for mine clearance and prevention for years.	sts-mt
